IsStance,marker,sentence,filename
,able,This year we have been [able] to expand the scope of information security governance framework by incorporating individual applications from our business into our own governance framework.,BMW_2021.txt
,able,"Under the professional guidance of Miss Chen, the children were [able] to freely experience the fun of ice and snow, and learn how to build resilience and develop a strong physique.",ANTA_2021.txt
,able,"To this end, we have established scientific management requirements and set up a zero tolerance policy to ensure that suppliers are [able] to take corrective measures to reduce major operational and ESG-related risks.",ANTA_2021.txt
,able,"The committees are provided with sufficient resources to discharge their duties and, upon reasonable request, are [able] to seek independent professional advice in appropriate circumstances, at the Company s expenses.",ANTA_2021.txt
,able,"In this way, we are better [able] to leverage strengths from both sides to enhance overall sustainable development and ultimately create shared value.",BMW_2021.txt
,able,"Thanks to our robust compliance culture, we are [able] to rapidly respond to regulation changes to ensure that we are fully complied with cybersecurity and data-protection regulations and standards in China and beyond.",BMW_2021.txt
,able,One of our key accomplishments was to push on a more sustain - [able] dealer network through the Network Trans - formation Green Star Programme.,BMW_2021.txt
,able,"Guided by our aspiration to be the leading sustain - [able] provider of premium individual mobility, we are steadfast in accelerating the sustainable transforma - tion across our entire value chain in China.",BMW_2021.txt
,able,"Together with the state-of-the-art low-carbon technologies in our production, we were [able] to reduce CO2 emissions per vehicle produced year after year.",BMW_2021.txt
,able,"Under the impacts of long-term physical and transition risks, some types of businesses may not be [able] to operate, some industries may become less profitable overall, and the Bank s asset quality or operation may be influenced.",BOC_2021.txt
,able,"Open and win-win ecosystem By cooperating with high-quality merchants, we were [able] to include payment services in fields of education, medical and people s livelihood, as well as payment scenarios including shopping, tourism, home consumption and charitable donations, which are closely related to people s lives, to the mobile banking client.",BOC_2021.txt
,able,"Network security defence By deploying defence systems and instruments, improving the system building of data leakage prevention, and establishing business data masking mechanisms, we were [able] to establish an active and extensive network security defence system.",BOC_2021.txt
,able,"In 2021, the suspicious transactions intercepted by the Cyber Defence smart risk control and prevention system amounted to RMB15. 070 billionWith a keen awareness of risk, staff members of BOC Shenzhen Branch were [able] to identify fraud risk in time, helping an elderly customer to avoid losses of RMB10 millionBased on the limit control mechanism of corporate online banking and the rapid response of account handling, Binzhou Bincheng Sub-branch of BOC Shandong Branch helped a corporate customer successfully intercept a fraudulent fund of RMB4, 686, 200BOC Hebei Branch successfully helped an enterprise in Cangzhou recover EUR440, 000 equivalent to more than RMB3. 4 million, of a cross-border online telecommunications fraud, retrieving a huge loss of the customer.",BOC_2021.txt
,able,"By enhancing weak links, strengthening faculty building, and fostering characteristics, we were [able] to pool high-quality educational resources and promote education equality.",BOC_2021.txt
,able,"By accompanying the whole growth process of the apple tree from budding blossoms into plump fruits, all participants were [able] to be involved in consumption-based poverty alleviation personally and jointly promote the BOC Joint Development with Party Building for Forest Revitalisation.",BOC_2021.txt
,able,"It deepened the building of a long- effect anti-corruption mechanism, adhered to the principle of not daring to corrupt, not being [able] to corrupt and not wanting to corrupt, promoted Bank-wide special prevention and control, stepped up the investigation and punishment of violations of laws and disciplines, and improved the mechanism of power restriction.",BOC_2021.txt
,able,"System security assurance We carried out security control over the lifecycle of information systems, including system requirements, design, coding, testing, operation and maintenance, and were [able] to discover and rectify information system security loopholes in a timely manner through an active risk identification mechanism.",BOC_2021.txt
,able,"It is a systematic training plan designed by Feihe for the management trainees, which supports and guides them with a four-step four force model; in the process, trainees are [able] to find out their own positioning and strengthen skills through practice projects.",FEIHE_2021.txt
,able,"In the near future, with this platform in place, we will be [able] to achieve more precise carbon footprint management.",BMW_2021.txt
,able,"On the forefront of renewable electric - ity adoption, we were [able] to realise 100 renewable electricity for our six Spare Parts Distribution Centres across China in 2021 through I-RECs.",BMW_2021.txt
,able,"With all these positive changes, we are [able] to better fit in and take on a more active role in realising local talent development strategy, creating more possibilities for the sustainable development of individual talent, BMW Brilliance, and local communities.",BMW_2021.txt
,able,Senior staffs are [able] to understand senior customers demands in a timely manner and handle cases quickly according to the customers needs.,PINGAN_2021.txt
,able,This digital method creates a new ecosystem paradigm in training and has sparked great interest in the trainees who are now [able] to effectively learn important skills with greater safety.,BMW_2021.txt
,able,"Anti-corruption Promotion No one will dare to be corrupt No one is [able] to be corrupt No one wants to be corruptAnti-fraud responsibilities of Audit and Internal Control Center Investigate fraud cases; Submit handling opinions and report to the mana-gement, the Board of Directors and the Board of Supervisors; Engage all functional departments and subsidiaries in annual fraud risk assessment and self-assessment; Accept whistleblows on fraud; Publish anti-fraud prevention.",FEIHE_2021.txt
,aim,"At the same time, we will initiate even more activities to foster and inculcate a sustainability mindset with the [aim] of forming a cross-function - al collaboration that engages a greater number of employees and other key stakeholders.",BMW_2021.txt
,aim,"Our [aim] is to minimise the overall environmental impact in terms of carbon footprint, waste and consumption of natural resources at our facilities.",BMW_2021.txt
,aim,"For domestic logistics, our [aim] is to lower our impact on the environment by increasing share of electric vehi - cles used.",BMW_2021.txt
,aim,"Through these actions, we are one step closer to reaching our [aim] of true circularity.",BMW_2021.txt
,aim,"Our Network Transformation Green Star Programme for dealerships will be rolled out in full scale in 2022, with the [aim] to have 50 dealerships to achieve the Green Star Status by year-end.",BMW_2021.txt
,aim,"In an innovative mode of cooperation between the police and enterprises, these campaigns [aim] to enhance the public s knowledge of financial anti-fraud and awareness of consumer protection by establishing a public welfare science column online and holding offline activities in the community, which also helps police department in building a clear cyberspace.",PINGAN_2021.txt
,aim,"The company has also launched projects for hydrogen production from wind power and photovoltaic energy in the Xinjiang, Inner Mongolia and Shandong provinces, adopting innovative technology such as grid-connected and off-grid systems in line with local conditions, with the [aim] of exploring the best control system to improve the efficiency of reactors and green hydrogen demonstration projects.",SINOPEC_2021.txt
,aim,"It has further increased the proportion of cleaner energy and renewable energy supply; and established a pattern of coordinated development of oil, gas, hydrogen, electricity and services, with the [aim] of providing high-quality ecological products to consumers.",SINOPEC_2021.txt
,aim,"Our ultimate [aim] is to promote a win-win partnership, creating long- term value for both the BMW brand and dealers.",BMW_2021.txt
,aim,Our [aim] is to minimise the adverse effects of climate change through risk management and become a more resilient mobility service provider.,BMW_2021.txt
,aim,"Our [aim] is to create transparency related to subject data consent and custom - er inquiries, as well as to enforce additional conditions for cross-border access.",BMW_2021.txt
,aim,"Our ultimate [aim] is to establish an ongoing, transparent dialogue that serves to bolster mutual trust to help guide BMW Brilliance s decision-making processes in the best possible way.",BMW_2021.txt
,aim,"With our focus on the bottlenecks in the oil, natural gas and basic raw material fields, we coordinate the advancement of research in frontier sectors and industrialization technology research; and drive the research and development of high-end materials and special equipment that are needed by the country; and [aim] to achieve independent and controllable development of key core technologies.",SINOPEC_2021.txt
,aim,"Mutualism by Focusing on Quality and Innovation Our [aim] is to grow side by side with our consumers by building top-notch, multi-brand consumer value.",ANTA_2021.txt
,aim,Mutualism by Achieving a Win-win Outcome with our Eco-system Partners We [aim] to grow side by side with our eco-system partners to establish an effective and sustainable industrial chain.,ANTA_2021.txt
,aim,"On the path to sustainable development, we are now in the stages of Participant, as we [aim] to respond to international initiatives and formulate long-term goals and strategies.",ANTA_2021.txt
,aim,The underlying [aim] of everything we do is to offer ever fresher and more suitable milk for Chinese parents and their children.,FEIHE_2021.txt
,aim,"During the time of frequent wars, a shattered economy and instability, BOC took the lead in reforming the management mechanism and businesses by drawing on advanced experiences with a visionary [aim] of building into a modern and international bank.",BOC_2021.txt
,aim,Our [aim] was to effectively nurture a sustainability mindset and culture inside BMW Bril - liance while also raising employees awareness about sustainability issues and advocating behavioural change.,BMW_2021.txt
,aim,"Our [aim] is to always deliver a premium, seamless, personalised and delightful customer experience.",BMW_2021.txt
,aim,Our [aim] is to lead them towards a sustainable future within the automotive indus - try.,BMW_2021.txt
,aim,"In this way, we [aim] to unify the values of the Bank and its customers and employees and achieve joint growth and flourishment.",BOC_2021.txt
,aim,Our ultimate [aim] is to develop a sustainable and highly effec - tive blended training course while enhancing our overall online training efficiency.,BMW_2021.txt
